hour,day_of_year,month,temperature_c,relative_humidity_percent,ghi_w_m2,dni_w_m2,dhi_w_m2,location,latitude,longitude,days_since_planting,growth_stage,heat_index_approx,heat_risk_class
9,209,7,33.55090909,77.14260344,543.7682653,453.6563537,119.3898575,Minnesota,44.9,-93.1,73,vegetative,54.17122198,Low
9,209,7,33.55090909,77.14260344,543.7682653,453.6563537,119.3898575,Ohio,40.4,-82.9,78,reproductive,54.17122198,Low
9,209,7,33.55090909,77.14260344,543.7682653,453.6563537,119.3898575,Virginia,37.5,-77.5,93,reproductive,54.17122198,Low
9,209,7,33.55090909,77.14260344,543.7682653,453.6563537,119.3898575,Wisconsin,43.1,-89.4,68,vegetative,54.17122198,Low
10,209,7,34.24909091,49.99864906,388.5756538,230.83827,95.32917079,Arkansas,34.7,-92.4,87,reproductive,48.16089624,Low
10,209,7,34.24909091,49.99864906,388.5756538,230.83827,95.32917079,Minnesota,44.9,-93.1,73,vegetative,48.16089624,Low
10,209,7,34.24909091,49.99864906,388.5756538,230.83827,95.32917079,Ohio,40.4,-82.9,78,reproductive,48.16089624,Low
10,209,7,34.24909091,49.99864906,388.5756538,230.83827,95.32917079,Virginia,37.5,-77.5,93,reproductive,48.16089624,Low
10,209,7,34.24909091,49.99864906,388.5756538,230.83827,95.32917079,Wisconsin,43.1,-89.4,68,vegetative,48.16089624,Low
11,209,7,34.94727273,52.58636021,196.6442054,156.3894977,4.4403967,Arkansas,34.7,-92.4,87,reproductive,50.1752993,Low
11,209,7,34.94727273,52.58636021,196.6442054,156.3894977,4.4403967,Minnesota,44.9,-93.1,73,vegetative,50.1752993,Low
11,209,7,34.94727273,52.58636021,196.6442054,156.3894977,4.4403967,Ohio,40.4,-82.9,78,reproductive,50.1752993,Low
11,209,7,34.94727273,52.58636021,196.6442054,156.3894977,4.4403967,Virginia,37.5,-77.5,93,reproductive,50.1752993,Low
11,209,7,34.94727273,52.58636021,196.6442054,156.3894977,4.4403967,Wisconsin,43.1,-89.4,68,vegetative,50.1752993,Low
12,209,7,35.64545455,33.56570572,0,0,16.33781161,Arkansas,34.7,-92.4,87,reproductive,45.75969219,Low
12,209,7,35.64545455,33.56570572,0,0,16.33781161,Minnesota,44.9,-93.1,73,vegetative,45.75969219,Low
12,209,7,35.64545455,33.56570572,0,0,16.33781161,Ohio,40.4,-82.9,78,reproductive,45.75969219,Low
12,209,7,35.64545455,33.56570572,0,0,16.33781161,Virginia,37.5,-77.5,93,reproductive,45.75969219,Low
12,209,7,35.64545455,33.56570572,0,0,16.33781161,Wisconsin,43.1,-89.4,68,vegetative,45.75969219,Low
13,209,7,36.34363636,39.47501556,0,0,0,Arkansas,34.7,-92.4,87,reproductive,48.718734,Low
13,209,7,36.34363636,39.47501556,0,0,0,Minnesota,44.9,-93.1,73,vegetative,48.718734,Low
13,209,7,36.34363636,39.47501556,0,0,0,Ohio,40.4,-82.9,78,reproductive,48.718734,Low
13,209,7,36.34363636,39.47501556,0,0,0,Virginia,37.5,-77.5,93,reproductive,48.718734,Low
13,209,7,36.34363636,39.47501556,0,0,0,Wisconsin,43.1,-89.4,68,vegetative,48.718734,Low
14,209,7,37.04181818,48.68708243,0,0,0,Arkansas,34.7,-92.4,87,reproductive,52.91820418,Low
14,209,7,37.04181818,48.68708243,0,0,0,Minnesota,44.9,-93.1,73,vegetative,52.91820418,Low
14,209,7,37.04181818,48.68708243,0,0,0,Ohio,40.4,-82.9,78,reproductive,52.91820418,Low
14,209,7,37.04181818,48.68708243,0,0,0,Virginia,37.5,-77.5,93,reproductive,52.91820418,Low
14,209,7,37.04181818,48.68708243,0,0,0,Wisconsin,43.1,-89.4,68,vegetative,52.91820418,Low
15,209,7,37.74,53.27207932,0,0,0,Arkansas,34.7,-92.4,87,reproductive,55.80642681,Low
15,209,7,37.74,53.27207932,0,0,0,Minnesota,44.9,-93.1,73,vegetative,55.80642681,Low
15,209,7,37.74,53.27207932,0,0,0,Ohio,40.4,-82.9,78,reproductive,55.80642681,Low
15,209,7,37.74,53.27207932,0,0,0,Virginia,37.5,-77.5,93,reproductive,55.80642681,Low
15,209,7,37.74,53.27207932,0,0,0,Wisconsin,43.1,-89.4,68,vegetative,55.80642681,Low
16,209,7,36.88666667,67.19858482,0,0,0,Arkansas,34.7,-92.4,87,reproductive,58.60878194,Low
16,209,7,36.88666667,67.19858482,0,0,0,Minnesota,44.9,-93.1,73,vegetative,58.60878194,Low
16,209,7,36.88666667,67.19858482,0,0,0,Ohio,40.4,-82.9,78,reproductive,58.60878194,Low
16,209,7,36.88666667,67.19858482,0,0,0,Virginia,37.5,-77.5,93,reproductive,58.60878194,Low
16,209,7,36.88666667,67.19858482,0,0,0,Wisconsin,43.1,-89.4,68,vegetative,58.60878194,Low
17,209,7,36.03333333,51.01994102,0,0,0,Arkansas,34.7,-92.4,87,reproductive,51.74912726,Low
17,209,7,36.03333333,51.01994102,0,0,0,Minnesota,44.9,-93.1,73,vegetative,51.74912726,Low
17,209,7,36.03333333,51.01994102,0,0,0,Ohio,40.4,-82.9,78,reproductive,51.74912726,Low
17,209,7,36.03333333,51.01994102,0,0,0,Virginia,37.5,-77.5,93,reproductive,51.74912726,Low
17,209,7,36.03333333,51.01994102,0,0,0,Wisconsin,43.1,-89.4,68,vegetative,51.74912726,Low
18,209,7,35.18,87.27603083,0,0,0,Arkansas,34.7,-92.4,87,reproductive,60.79119299,Low
18,209,7,35.18,87.27603083,0,0,0,Minnesota,44.9,-93.1,73,vegetative,60.79119299,Low
18,209,7,35.18,87.27603083,0,0,0,Ohio,40.4,-82.9,78,reproductive,60.79119299,Low
18,209,7,35.18,87.27603083,0,0,0,Virginia,37.5,-77.5,93,reproductive,60.79119299,Low
18,209,7,35.18,87.27603083,0,0,0,Wisconsin,43.1,-89.4,68,vegetative,60.79119299,Low
19,209,7,34.32666667,50.5676526,0,0,0,Arkansas,34.7,-92.4,87,reproductive,48.45949749,Low
19,209,7,34.32666667,50.5676526,0,0,0,Minnesota,44.9,-93.1,73,vegetative,48.45949749,Low
19,209,7,34.32666667,50.5676526,0,0,0,Ohio,40.4,-82.9,78,reproductive,48.45949749,Low
19,209,7,34.32666667,50.5676526,0,0,0,Virginia,37.5,-77.5,93,reproductive,48.45949749,Low
19,209,7,34.32666667,50.5676526,0,0,0,Wisconsin,43.1,-89.4,68,vegetative,48.45949749,Low
20,209,7,33.47333333,86.4957216,0,0,0,Arkansas,34.7,-92.4,87,reproductive,56.49064818,Low
20,209,7,33.47333333,86.4957216,0,0,0,Minnesota,44.9,-93.1,73,vegetative,56.49064818,Low
20,209,7,33.47333333,86.4957216,0,0,0,Ohio,40.4,-82.9,78,reproductive,56.49064818,Low
20,209,7,33.47333333,86.4957216,0,0,0,Virginia,37.5,-77.5,93,reproductive,56.49064818,Low
20,209,7,33.47333333,86.4957216,0,0,0,Wisconsin,43.1,-89.4,68,vegetative,56.49064818,Low
21,209,7,32.62,73.79158151,0,0,0,Arkansas,34.7,-92.4,87,reproductive,51.31182256,Low
21,209,7,32.62,73.79158151,0,0,0,Minnesota,44.9,-93.1,73,vegetative,51.31182256,Low
21,209,7,32.62,73.79158151,0,0,0,Ohio,40.4,-82.9,78,reproductive,51.31182256,Low
21,209,7,32.62,73.79158151,0,0,0,Virginia,37.5,-77.5,93,reproductive,51.31182256,Low
21,209,7,32.62,73.79158151,0,0,0,Wisconsin,43.1,-89.4,68,vegetative,51.31182256,Low
22,209,7,31.76666667,83.99385245,0,0,0,Arkansas,34.7,-92.4,87,reproductive,52.01350744,Low
22,209,7,31.76666667,83.99385245,0,0,0,Minnesota,44.9,-93.1,73,vegetative,52.01350744,Low
22,209,7,31.76666667,83.99385245,0,0,0,Ohio,40.4,-82.9,78,reproductive,52.01350744,Low
22,209,7,31.76666667,83.99385245,0,0,0,Virginia,37.5,-77.5,93,reproductive,52.01350744,Low
22,209,7,31.76666667,83.99385245,0,0,0,Wisconsin,43.1,-89.4,68,vegetative,52.01350744,Low
23,209,7,30.91333333,72.1894311,0,0,0,Arkansas,34.7,-92.4,87,reproductive,47.46826709,Low
23,209,7,30.91333333,72.1894311,0,0,0,Minnesota,44.9,-93.1,73,vegetative,47.46826709,Low
23,209,7,30.91333333,72.1894311,0,0,0,Ohio,40.4,-82.9,78,reproductive,47.46826709,Low
23,209,7,30.91333333,72.1894311,0,0,0,Virginia,37.5,-77.5,93,reproductive,47.46826709,Low
23,209,7,30.91333333,72.1894311,0,0,0,Wisconsin,43.1,-89.4,68,vegetative,47.46826709,Low
0,210,7,28.3,64.11504222,0,0,7.128513013,Arkansas,34.7,-92.4,88,reproductive,40.89881666,Low
0,210,7,28.3,64.11504222,0,0,7.128513013,Minnesota,44.9,-93.1,74,vegetative,40.89881666,Low
0,210,7,28.3,64.11504222,0,0,7.128513013,Ohio,40.4,-82.9,79,reproductive,40.89881666,Low
0,210,7,28.3,64.11504222,0,0,7.128513013,Virginia,37.5,-77.5,94,reproductive,40.89881666,Low
0,210,7,28.3,64.11504222,0,0,7.128513013,Wisconsin,43.1,-89.4,69,vegetative,40.89881666,Low
1,210,7,27.7225,60.54496703,209.9365093,54.02742449,91.77947477,Arkansas,34.7,-92.4,88,reproductive,39.21637016,Low
1,210,7,27.7225,60.54496703,209.9365093,54.02742449,91.77947477,Minnesota,44.9,-93.1,74,vegetative,39.21637016,Low
1,210,7,27.7225,60.54496703,209.9365093,54.02742449,91.77947477,Ohio,40.4,-82.9,79,reproductive,39.21637016,Low
1,210,7,27.7225,60.54496703,209.9365093,54.02742449,91.77947477,Virginia,37.5,-77.5,94,reproductive,39.21637016,Low
1,210,7,27.7225,60.54496703,209.9365093,54.02742449,91.77947477,Wisconsin,43.1,-89.4,69,vegetative,39.21637016,Low
2,210,7,27.145,47.4802903,341.6511366,273.0255338,83.5633933,Arkansas,34.7,-92.4,88,reproductive,35.85187681,Low
2,210,7,27.145,47.4802903,341.6511366,273.0255338,83.5633933,Minnesota,44.9,-93.1,74,vegetative,35.85187681,Low
2,210,7,27.145,47.4802903,341.6511366,273.0255338,83.5633933,Ohio,40.4,-82.9,79,reproductive,35.85187681,Low
2,210,7,27.145,47.4802903,341.6511366,273.0255338,83.5633933,Virginia,37.5,-77.5,94,reproductive,35.85187681,Low
2,210,7,27.145,47.4802903,341.6511366,273.0255338,83.5633933,Wisconsin,43.1,-89.4,69,vegetative,35.85187681,Low
3,210,7,26.5675,47.89043919,458.2821782,509.7234579,115.4377314,Arkansas,34.7,-92.4,88,reproductive,35.04954735,Low
3,210,7,26.5675,47.89043919,458.2821782,509.7234579,115.4377314,Minnesota,44.9,-93.1,74,vegetative,35.04954735,Low
3,210,7,26.5675,47.89043919,458.2821782,509.7234579,115.4377314,Ohio,40.4,-82.9,79,reproductive,35.04954735,Low
3,210,7,26.5675,47.89043919,458.2821782,509.7234579,115.4377314,Virginia,37.5,-77.5,94,reproductive,35.04954735,Low
3,210,7,26.5675,47.89043919,458.2821782,509.7234579,115.4377314,Wisconsin,43.1,-89.4,69,vegetative,35.04954735,Low
4,210,7,25.99,43.39235064,803.5826824,489.3382535,159.9125911,Arkansas,34.7,-92.4,88,reproductive,33.41180599,Low
4,210,7,25.99,43.39235064,803.5826824,489.3382535,159.9125911,Minnesota,44.9,-93.1,74,vegetative,33.41180599,Low
4,210,7,25.99,43.39235064,803.5826824,489.3382535,159.9125911,Ohio,40.4,-82.9,79,reproductive,33.41180599,Low
4,210,7,25.99,43.39235064,803.5826824,489.3382535,159.9125911,Virginia,37.5,-77.5,94,reproductive,33.41180599,Low
4,210,7,25.99,43.39235064,803.5826824,489.3382535,159.9125911,Wisconsin,43.1,-89.4,69,vegetative,33.41180599,Low
5,210,7,26.41,53.13244974,772.9251164,611.8822308,204.6689322,Arkansas,34.7,-92.4,88,reproductive,35.73146563,Low
5,210,7,26.41,53.13244974,772.9251164,611.8822308,204.6689322,Minnesota,44.9,-93.1,74,vegetative,35.73146563,Low
5,210,7,26.41,53.13244974,772.9251164,611.8822308,204.6689322,Ohio,40.4,-82.9,79,reproductive,35.73146563,Low
5,210,7,26.41,53.13244974,772.9251164,611.8822308,204.6689322,Virginia,37.5,-77.5,94,reproductive,35.73146563,Low
5,210,7,26.41,53.13244974,772.9251164,611.8822308,204.6689322,Wisconsin,43.1,-89.4,69,vegetative,35.73146563,Low
6,210,7,26.83,37.61838049,783.8888618,568.3699159,210.7614053,Arkansas,34.7,-92.4,88,reproductive,33.59895332,Low
6,210,7,26.83,37.61838049,783.8888618,568.3699159,210.7614053,Minnesota,44.9,-93.1,74,vegetative,33.59895332,Low
6,210,7,26.83,37.61838049,783.8888618,568.3699159,210.7614053,Ohio,40.4,-82.9,79,reproductive,33.59895332,Low
6,210,7,26.83,37.61838049,783.8888618,568.3699159,210.7614053,Virginia,37.5,-77.5,94,reproductive,33.59895332,Low
6,210,7,26.83,37.61838049,783.8888618,568.3699159,210.7614053,Wisconsin,43.1,-89.4,69,vegetative,33.59895332,Low
7,210,7,27.25,53.25630393,782.4263734,595.0173186,155.383452,Arkansas,34.7,-92.4,88,reproductive,37.07785541,Low
7,210,7,27.25,53.25630393,782.4263734,595.0173186,155.383452,Minnesota,44.9,-93.1,74,vegetative,37.07785541,Low
7,210,7,27.25,53.25630393,782.4263734,595.0173186,155.383452,Ohio,40.4,-82.9,79,reproductive,37.07785541,Low
7,210,7,27.25,53.25630393,782.4263734,595.0173186,155.383452,Virginia,37.5,-77.5,94,reproductive,37.07785541,Low
7,210,7,27.25,53.25630393,782.4263734,595.0173186,155.383452,Wisconsin,43.1,-89.4,69,vegetative,37.07785541,Low
8,210,7,27.67,80.02462482,639.3706713,582.2336012,168.9252772,Arkansas,34.7,-92.4,88,reproductive,42.81422565,Moderate
8,210,7,27.67,80.02462482,639.3706713,582.2336012,168.9252772,Minnesota,44.9,-93.1,74,vegetative,42.81422565,Low
8,210,7,27.67,80.02462482,639.3706713,582.2336012,168.9252772,Ohio,40.4,-82.9,79,reproductive,42.81422565,Moderate
8,210,7,27.67,80.02462482,639.3706713,582.2336012,168.9252772,Virginia,37.5,-77.5,94,reproductive,42.81422565,Moderate
8,210,7,27.67,80.02462482,639.3706713,582.2336012,168.9252772,Wisconsin,43.1,-89.4,69,vegetative,42.81422565,Low
9,210,7,28.09,82.21753717,620.3041046,422.573249,152.738458,Arkansas,34.7,-92.4,88,reproductive,44.04486318,Moderate
9,210,7,28.09,82.21753717,620.3041046,422.573249,152.738458,Minnesota,44.9,-93.1,74,vegetative,44.04486318,Low
9,210,7,28.09,82.21753717,620.3041046,422.573249,152.738458,Ohio,40.4,-82.9,79,reproductive,44.04486318,Moderate
9,210,7,28.09,82.21753717,620.3041046,422.573249,152.738458,Virginia,37.5,-77.5,94,reproductive,44.04486318,Moderate
9,210,7,28.09,82.21753717,620.3041046,422.573249,152.738458,Wisconsin,43.1,-89.4,69,vegetative,44.04486318,Low
10,210,7,28.51,68.56982238,376.0364904,280.4172856,105.9256016,Arkansas,34.7,-92.4,88,reproductive,42.1538355,Low
10,210,7,28.51,68.56982238,376.0364904,280.4172856,105.9256016,Minnesota,44.9,-93.1,74,vegetative,42.1538355,Low
10,210,7,28.51,68.56982238,376.0364904,280.4172856,105.9256016,Ohio,40.4,-82.9,79,reproductive,42.1538355,Low
10,210,7,28.51,68.56982238,376.0364904,280.4172856,105.9256016,Virginia,37.5,-77.5,94,reproductive,42.1538355,Low
10,210,7,28.51,68.56982238,376.0364904,280.4172856,105.9256016,Wisconsin,43.1,-89.4,69,vegetative,42.1538355,Low
11,210,7,28.93,45.40858803,170.8072993,158.5698978,57.23503908,Arkansas,34.7,-92.4,88,reproductive,38.19373316,Low
11,210,7,28.93,45.40858803,170.8072993,158.5698978,57.23503908,Minnesota,44.9,-93.1,74,vegetative,38.19373316,Low
11,210,7,28.93,45.40858803,170.8072993,158.5698978,57.23503908,Ohio,40.4,-82.9,79,reproductive,38.19373316,Low
11,210,7,28.93,45.40858803,170.8072993,158.5698978,57.23503908,Virginia,37.5,-77.5,94,reproductive,38.19373316,Low
11,210,7,28.93,45.40858803,170.8072993,158.5698978,57.23503908,Wisconsin,43.1,-89.4,69,vegetative,38.19373316,Low
12,210,7,29.35,44.42096871,0,0,27.11893126,Arkansas,34.7,-92.4,88,reproductive,38.64074499,Low
12,210,7,29.35,44.42096871,0,0,27.11893126,Minnesota,44.9,-93.1,74,vegetative,38.64074499,Low
12,210,7,29.35,44.42096871,0,0,27.11893126,Ohio,40.4,-82.9,79,reproductive,38.64074499,Low
12,210,7,29.35,44.42096871,0,0,27.11893126,Virginia,37.5,-77.5,94,reproductive,38.64074499,Low
12,210,7,29.35,44.42096871,0,0,27.11893126,Wisconsin,43.1,-89.4,69,vegetative,38.64074499,Low
13,210,7,29.77,46.67573426,0,0,0,Arkansas,34.7,-92.4,88,reproductive,39.77778945,Low
13,210,7,29.77,46.67573426,0,0,0,Minnesota,44.9,-93.1,74,vegetative,39.77778945,Low
13,210,7,29.77,46.67573426,0,0,0,Ohio,40.4,-82.9,79,reproductive,39.77778945,Low
13,210,7,29.77,46.67573426,0,0,0,Virginia,37.5,-77.5,94,reproductive,39.77778945,Low
13,210,7,29.77,46.67573426,0,0,0,Wisconsin,43.1,-89.4,69,vegetative,39.77778945,Low
14,210,7,30.19,60.00235356,0,0,0,Arkansas,34.7,-92.4,88,reproductive,43.37772582,Low
14,210,7,30.19,60.00235356,0,0,0,Minnesota,44.9,-93.1,74,vegetative,43.37772582,Low
14,210,7,30.19,60.00235356,0,0,0,Ohio,40.4,-82.9,79,reproductive,43.37772582,Low
14,210,7,30.19,60.00235356,0,0,0,Virginia,37.5,-77.5,94,reproductive,43.37772582,Low
14,210,7,30.19,60.00235356,0,0,0,Wisconsin,43.1,-89.4,69,vegetative,43.37772582,Low
15,210,7,30.61,88.58666874,0,0,0,Arkansas,34.7,-92.4,88,reproductive,50.5669825,Low
15,210,7,30.61,88.58666874,0,0,0,Minnesota,44.9,-93.1,74,vegetative,50.5669825,Low
15,210,7,30.61,88.58666874,0,0,0,Ohio,40.4,-82.9,79,reproductive,50.5669825,Low
15,210,7,30.61,88.58666874,0,0,0,Virginia,37.5,-77.5,94,reproductive,50.5669825,Low
15,210,7,30.61,88.58666874,0,0,0,Wisconsin,43.1,-89.4,69,vegetative,50.5669825,Low
16,210,7,30.09666667,36.55106922,0,0,0,Arkansas,34.7,-92.4,88,reproductive,38.08607039,Low
16,210,7,30.09666667,36.55106922,0,0,0,Minnesota,44.9,-93.1,74,vegetative,38.08607039,Low
16,210,7,30.09666667,36.55106922,0,0,0,Ohio,40.4,-82.9,79,reproductive,38.08607039,Low
16,210,7,30.09666667,36.55106922,0,0,0,Virginia,37.5,-77.5,94,reproductive,38.08607039,Low
16,210,7,30.09666667,36.55106922,0,0,0,Wisconsin,43.1,-89.4,69,vegetative,38.08607039,Low
17,210,7,29.58333333,60.03072567,0,0,0,Arkansas,34.7,-92.4,88,reproductive,42.31341481,Low
17,210,7,29.58333333,60.03072567,0,0,0,Minnesota,44.9,-93.1,74,vegetative,42.31341481,Low
17,210,7,29.58333333,60.03072567,0,0,0,Ohio,40.4,-82.9,79,reproductive,42.31341481,Low
17,210,7,29.58333333,60.03072567,0,0,0,Virginia,37.5,-77.5,94,reproductive,42.31341481,Low
17,210,7,29.58333333,60.03072567,0,0,0,Wisconsin,43.1,-89.4,69,vegetative,42.31341481,Low
18,210,7,29.07,70.93466169,0,0,0,Arkansas,34.7,-92.4,88,reproductive,43.66199613,Low
18,210,7,29.07,70.93466169,0,0,0,Minnesota,44.9,-93.1,74,vegetative,43.66199613,Low
18,210,7,29.07,70.93466169,0,0,0,Ohio,40.4,-82.9,79,reproductive,43.66199613,Low
18,210,7,29.07,70.93466169,0,0,0,Virginia,37.5,-77.5,94,reproductive,43.66199613,Low
18,210,7,29.07,70.93466169,0,0,0,Wisconsin,43.1,-89.4,69,vegetative,43.66199613,Low
19,210,7,28.55666667,44.73965402,0,0,0,Arkansas,34.7,-92.4,88,reproductive,37.48360463,Low
19,210,7,28.55666667,44.73965402,0,0,0,Minnesota,44.9,-93.1,74,vegetative,37.48360463,Low
19,210,7,28.55666667,44.73965402,0,0,0,Ohio,40.4,-82.9,79,reproductive,37.48360463,Low
19,210,7,28.55666667,44.73965402,0,0,0,Virginia,37.5,-77.5,94,reproductive,37.48360463,Low
19,210,7,28.55666667,44.73965402,0,0,0,Wisconsin,43.1,-89.4,69,vegetative,37.48360463,Low
20,210,7,28.04333333,88.14673658,0,0,0,Arkansas,34.7,-92.4,88,reproductive,45.10119832,Low
20,210,7,28.04333333,88.14673658,0,0,0,Minnesota,44.9,-93.1,74,vegetative,45.10119832,Low
20,210,7,28.04333333,88.14673658,0,0,0,Ohio,40.4,-82.9,79,reproductive,45.10119832,Low
20,210,7,28.04333333,88.14673658,0,0,0,Virginia,37.5,-77.5,94,reproductive,45.10119832,Low
20,210,7,28.04333333,88.14673658,0,0,0,Wisconsin,43.1,-89.4,69,vegetative,45.10119832,Low
21,210,7,27.53,50.94130373,0,0,0,Arkansas,34.7,-92.4,88,reproductive,37.0898625,Low
21,210,7,27.53,50.94130373,0,0,0,Minnesota,44.9,-93.1,74,vegetative,37.0898625,Low
21,210,7,27.53,50.94130373,0,0,0,Ohio,40.4,-82.9,79,reproductive,37.0898625,Low
21,210,7,27.53,50.94130373,0,0,0,Virginia,37.5,-77.5,94,reproductive,37.0898625,Low
21,210,7,27.53,50.94130373,0,0,0,Wisconsin,43.1,-89.4,69,vegetative,37.0898625,Low
22,210,7,27.01666667,85.94133669,0,0,0,Arkansas,34.7,-92.4,88,reproductive,42.65538774,Low
22,210,7,27.01666667,85.94133669,0,0,0,Minnesota,44.9,-93.1,74,vegetative,42.65538774,Low
22,210,7,27.01666667,85.94133669,0,0,0,Ohio,40.4,-82.9,79,reproductive,42.65538774,Low
22,210,7,27.01666667,85.94133669,0,0,0,Virginia,37.5,-77.5,94,reproductive,42.65538774,Low
22,210,7,27.01666667,85.94133669,0,0,0,Wisconsin,43.1,-89.4,69,vegetative,42.65538774,Low
23,210,7,26.50333333,65.84132582,0,0,0,Arkansas,34.7,-92.4,88,reproductive,38.11967522,Low
23,210,7,26.50333333,65.84132582,0,0,0,Minnesota,44.9,-93.1,74,vegetative,38.11967522,Low
23,210,7,26.50333333,65.84132582,0,0,0,Ohio,40.4,-82.9,79,reproductive,38.11967522,Low
23,210,7,26.50333333,65.84132582,0,0,0,Virginia,37.5,-77.5,94,reproductive,38.11967522,Low
23,210,7,26.50333333,65.84132582,0,0,0,Wisconsin,43.1,-89.4,69,vegetative,38.11967522,Low
0,211,7,26.7,30.24476596,0.062655798,33.78523263,0,Arkansas,34.7,-92.4,89,reproductive,32.09971816,Low
0,211,7,26.7,30.24476596,0.062655798,33.78523263,0,Minnesota,44.9,-93.1,75,vegetative,32.09971816,Low
0,211,7,26.7,30.24476596,0.062655798,33.78523263,0,Ohio,40.4,-82.9,80,reproductive,32.09971816,Low
0,211,7,26.7,30.24476596,0.062655798,33.78523263,0,Virginia,37.5,-77.5,95,reproductive,32.09971816,Low
0,211,7,26.7,30.24476596,0.062655798,33.78523263,0,Wisconsin,43.1,-89.4,70,vegetative,32.09971816,Low
1,211,7,26.1525,48.66672829,168.7684675,207.6029456,74.58475724,Arkansas,34.7,-92.4,89,reproductive,34.55868619,Low
1,211,7,26.1525,48.66672829,168.7684675,207.6029456,74.58475724,Minnesota,44.9,-93.1,75,vegetative,34.55868619,Low
1,211,7,26.1525,48.66672829,168.7684675,207.6029456,74.58475724,Ohio,40.4,-82.9,80,reproductive,34.55868619,Low
1,211,7,26.1525,48.66672829,168.7684675,207.6029456,74.58475724,Virginia,37.5,-77.5,95,reproductive,34.55868619,Low
1,211,7,26.1525,48.66672829,168.7684675,207.6029456,74.58475724,Wisconsin,43.1,-89.4,70,vegetative,34.55868619,Low
2,211,7,25.605,31.29291868,326.7110848,308.0389742,61.70016728,Arkansas,34.7,-92.4,89,reproductive,30.83385147,Low
2,211,7,25.605,31.29291868,326.7110848,308.0389742,61.70016728,Minnesota,44.9,-93.1,75,vegetative,30.83385147,Low
2,211,7,25.605,31.29291868,326.7110848,308.0389742,61.70016728,Ohio,40.4,-82.9,80,reproductive,30.83385147,Low
2,211,7,25.605,31.29291868,326.7110848,308.0389742,61.70016728,Virginia,37.5,-77.5,95,reproductive,30.83385147,Low
2,211,7,25.605,31.29291868,326.7110848,308.0389742,61.70016728,Wisconsin,43.1,-89.4,70,vegetative,30.83385147,Low
3,211,7,25.0575,52.8885438,525.7385887,350.2254632,151.1469443,Arkansas,34.7,-92.4,89,reproductive,33.60545689,Low
3,211,7,25.0575,52.8885438,525.7385887,350.2254632,151.1469443,Minnesota,44.9,-93.1,75,vegetative,33.60545689,Low
3,211,7,25.0575,52.8885438,525.7385887,350.2254632,151.1469443,Ohio,40.4,-82.9,80,reproductive,33.60545689,Low
3,211,7,25.0575,52.8885438,525.7385887,350.2254632,151.1469443,Virginia,37.5,-77.5,95,reproductive,33.60545689,Low
3,211,7,25.0575,52.8885438,525.7385887,350.2254632,151.1469443,Wisconsin,43.1,-89.4,70,vegetative,33.60545689,Low
4,211,7,24.51,85.95204189,729.7880139,566.071744,192.3880723,Arkansas,34.7,-92.4,89,reproductive,37.94520196,Low
4,211,7,24.51,85.95204189,729.7880139,566.071744,192.3880723,Minnesota,44.9,-93.1,75,vegetative,37.94520196,Low
4,211,7,24.51,85.95204189,729.7880139,566.071744,192.3880723,Ohio,40.4,-82.9,80,reproductive,37.94520196,Low
4,211,7,24.51,85.95204189,729.7880139,566.071744,192.3880723,Virginia,37.5,-77.5,95,reproductive,37.94520196,Low
4,211,7,24.51,85.95204189,729.7880139,566.071744,192.3880723,Wisconsin,43.1,-89.4,70,vegetative,37.94520196,Low
5,211,7,24.90818182,76.74102122,723.5551849,591.9764618,196.4749535,Arkansas,34.7,-92.4,89,reproductive,37.19885195,Low
5,211,7,24.90818182,76.74102122,723.5551849,591.9764618,196.4749535,Minnesota,44.9,-93.1,75,vegetative,37.19885195,Low
5,211,7,24.90818182,76.74102122,723.5551849,591.9764618,196.4749535,Ohio,40.4,-82.9,80,reproductive,37.19885195,Low
5,211,7,24.90818182,76.74102122,723.5551849,591.9764618,196.4749535,Virginia,37.5,-77.5,95,reproductive,37.19885195,Low
5,211,7,24.90818182,76.74102122,723.5551849,591.9764618,196.4749535,Wisconsin,43.1,-89.4,70,vegetative,37.19885195,Low
6,211,7,25.30636364,67.20792785,861.6399568,608.057841,180.8775964,Arkansas,34.7,-92.4,89,reproductive,36.33445371,Low
6,211,7,25.30636364,67.20792785,861.6399568,608.057841,180.8775964,Minnesota,44.9,-93.1,75,vegetative,36.33445371,Low
6,211,7,25.30636364,67.20792785,861.6399568,608.057841,180.8775964,Ohio,40.4,-82.9,80,reproductive,36.33445371,Low
6,211,7,25.30636364,67.20792785,861.6399568,608.057841,180.8775964,Virginia,37.5,-77.5,95,reproductive,36.33445371,Low
6,211,7,25.30636364,67.20792785,861.6399568,608.057841,180.8775964,Wisconsin,43.1,-89.4,70,vegetative,36.33445371,Low
7,211,7,25.70454545,62.31312264,753.3528389,641.564212,178.289053,Arkansas,34.7,-92.4,89,reproductive,36.17976324,Low
7,211,7,25.70454545,62.31312264,753.3528389,641.564212,178.289053,Minnesota,44.9,-93.1,75,vegetative,36.17976324,Low
7,211,7,25.70454545,62.31312264,753.3528389,641.564212,178.289053,Ohio,40.4,-82.9,80,reproductive,36.17976324,Low
7,211,7,25.70454545,62.31312264,753.3528389,641.564212,178.289053,Virginia,37.5,-77.5,95,reproductive,36.17976324,Low
7,211,7,25.70454545,62.31312264,753.3528389,641.564212,178.289053,Wisconsin,43.1,-89.4,70,vegetative,36.17976324,Low
